timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1620234829076,376,HTTP Request,200,OK,Thread Group 1-5,text,true,,367,155,11,11,http://localhost:8080/?token=466636729&user=1964540572&conf=2,376,0,0
1620234829206,377,HTTP Request,200,OK,Thread Group 1-10,text,true,,367,155,11,11,http://localhost:8080/?token=466636729&user=1964540572&conf=2,377,0,0
1620234829299,378,HTTP Request,200,OK,Thread Group 1-2,text,true,,367,155,11,11,http://localhost:8080/?token=466636729&user=1964540572&conf=2,378,0,0
1620234829534,377,HTTP Request,200,OK,Thread Group 1-7,text,true,,367,155,11,11,http://localhost:8080/?token=466636729&user=1964540572&conf=2,377,0,0
1620234829783,378,HTTP Request,200,OK,Thread Group 1-4,text,true,,367,155,12,12,http://localhost:8080/?token=466636729&user=1964540572&conf=2,378,0,0
1620234829945,381,HTTP Request,200,OK,Thread Group 1-9,text,true,,367,155,12,12,http://localhost:8080/?token=466636729&user=1964540572&conf=2,381,0,0
1620234830149,377,HTTP Request,200,OK,Thread Group 1-1,text,true,,367,155,12,12,http://localhost:8080/?token=466636729&user=1964540572&conf=2,377,0,0
1620234830246,377,HTTP Request,200,OK,Thread Group 1-6,text,true,,367,155,12,12,http://localhost:8080/?token=466636729&user=1964540572&conf=2,377,0,0
1620234830334,378,HTTP Request,200,OK,Thread Group 1-11,text,true,,367,155,12,12,http://localhost:8080/?token=466636729&user=1964540572&conf=2,378,0,0
1620234830493,378,HTTP Request,200,OK,Thread Group 1-3,text,true,,367,155,12,12,http://localhost:8080/?token=466636729&user=1964540572&conf=2,378,0,0
1620234830688,379,HTTP Request,200,OK,Thread Group 1-8,text,true,,367,155,12,12,http://localhost:8080/?token=466636729&user=1964540572&conf=2,379,0,0
1620234830952,379,HTTP Request,200,OK,Thread Group 1-5,text,true,,367,155,12,12,http://localhost:8080/?token=466636729&user=1964540572&conf=2,379,0,0
1620234831084,384,HTTP Request,200,OK,Thread Group 1-10,text,true,,367,155,12,12,http://localhost:8080/?token=466636729&user=1964540572&conf=2,384,0,0
1620234831178,381,HTTP Request,200,OK,Thread Group 1-2,text,true,,367,155,12,12,http://localhost:8080/?token=466636729&user=1964540572&conf=2,381,0,0
1620234831411,381,HTTP Request,200,OK,Thread Group 1-7,text,true,,367,155,12,12,http://localhost:8080/?token=466636729&user=1964540572&conf=2,381,0,0
1620234831424,418,HTTP Request,200,OK,Thread Group 1-12,text,true,,367,155,12,12,http://localhost:8080/?token=466636729&user=1964540572&conf=2,418,0,2
1620234831662,381,HTTP Request,200,OK,Thread Group 1-4,text,true,,367,155,12,12,http://localhost:8080/?token=466636729&user=1964540572&conf=2,381,0,0
1620234831827,384,HTTP Request,200,OK,Thread Group 1-9,text,true,,367,155,12,12,http://localhost:8080/?token=466636729&user=1964540572&conf=2,384,0,0
1620234832027,384,HTTP Request,200,OK,Thread Group 1-1,text,true,,367,155,12,12,http://localhost:8080/?token=466636729&user=1964540572&conf=2,384,0,0
1620234832124,383,HTTP Request,200,OK,Thread Group 1-6,text,true,,367,155,12,12,http://localhost:8080/?token=466636729&user=1964540572&conf=2,383,0,0
1620234832213,387,HTTP Request,200,OK,Thread Group 1-11,text,true,,367,155,12,12,http://localhost:8080/?token=466636729&user=1964540572&conf=2,387,0,0
1620234832372,384,HTTP Request,200,OK,Thread Group 1-3,text,true,,367,155,12,12,http://localhost:8080/?token=466636729&user=1964540572&conf=2,384,0,0
1620234832568,384,HTTP Request,200,OK,Thread Group 1-8,text,true,,367,155,13,13,http://localhost:8080/?token=466636729&user=1964540572&conf=2,383,0,0
1620234832832,382,HTTP Request,200,OK,Thread Group 1-5,text,true,,367,155,13,13,http://localhost:8080/?token=466636729&user=1964540572&conf=2,382,0,0
1620234832969,384,HTTP Request,200,OK,Thread Group 1-10,text,true,,367,155,13,13,http://localhost:8080/?token=466636729&user=1964540572&conf=2,384,0,0
1620234833060,384,HTTP Request,200,OK,Thread Group 1-2,text,true,,367,155,13,13,http://localhost:8080/?token=466636729&user=1964540572&conf=2,384,0,0
1620234833293,385,HTTP Request,200,OK,Thread Group 1-7,text,true,,367,155,13,13,http://localhost:8080/?token=466636729&user=1964540572&conf=2,385,0,0
1620234833343,383,HTTP Request,200,OK,Thread Group 1-12,text,true,,367,155,13,13,http://localhost:8080/?token=466636729&user=1964540572&conf=2,383,0,0
1620234833543,383,HTTP Request,200,OK,Thread Group 1-4,text,true,,367,155,13,13,http://localhost:8080/?token=466636729&user=1964540572&conf=2,383,0,0
1620234833711,385,HTTP Request,200,OK,Thread Group 1-9,text,true,,367,155,13,13,http://localhost:8080/?token=466636729&user=1964540572&conf=2,385,0,0
1620234833911,387,HTTP Request,200,OK,Thread Group 1-1,text,true,,367,155,13,13,http://localhost:8080/?token=466636729&user=1964540572&conf=2,387,0,0
1620234834007,385,HTTP Request,200,OK,Thread Group 1-6,text,true,,367,155,13,13,http://localhost:8080/?token=466636729&user=1964540572&conf=2,385,0,0
1620234834100,386,HTTP Request,200,OK,Thread Group 1-11,text,true,,367,155,13,13,http://localhost:8080/?token=466636729&user=1964540572&conf=2,386,0,0
1620234834256,387,HTTP Request,200,OK,Thread Group 1-3,text,true,,367,155,13,13,http://localhost:8080/?token=466636729&user=1964540572&conf=2,387,0,0
1620234834451,386,HTTP Request,200,OK,Thread Group 1-8,text,true,,367,155,13,13,http://localhost:8080/?token=466636729&user=1964540572&conf=2,386,0,0
1620234834424,425,HTTP Request,200,OK,Thread Group 1-13,text,true,,367,155,13,13,http://localhost:8080/?token=466636729&user=1964540572&conf=2,425,0,1
1620234834714,385,HTTP Request,200,OK,Thread Group 1-5,text,true,,367,155,13,13,http://localhost:8080/?token=466636729&user=1964540572&conf=2,385,0,0
1620234834853,387,HTTP Request,200,OK,Thread Group 1-10,text,true,,367,155,13,13,http://localhost:8080/?token=466636729&user=1964540572&conf=2,387,0,0
1620234834944,389,HTTP Request,200,OK,Thread Group 1-2,text,true,,367,155,13,13,http://localhost:8080/?token=466636729&user=1964540572&conf=2,389,0,0
1620234835178,389,HTTP Request,200,OK,Thread Group 1-7,text,true,,367,155,13,13,http://localhost:8080/?token=466636729&user=1964540572&conf=2,389,0,0
1620234835226,389,HTTP Request,200,OK,Thread Group 1-12,text,true,,367,155,13,13,http://localhost:8080/?token=466636729&user=1964540572&conf=2,389,0,0
1620234835426,388,HTTP Request,200,OK,Thread Group 1-4,text,true,,367,155,13,13,http://localhost:8080/?token=466636729&user=1964540572&conf=2,388,0,0
1620234835597,388,HTTP Request,200,OK,Thread Group 1-9,text,true,,367,155,14,14,http://localhost:8080/?token=466636729&user=1964540572&conf=2,388,0,0
1620234835799,389,HTTP Request,200,OK,Thread Group 1-1,text,true,,367,155,14,14,http://localhost:8080/?token=466636729&user=1964540572&conf=2,389,0,0
1620234835893,388,HTTP Request,200,OK,Thread Group 1-6,text,true,,367,155,14,14,http://localhost:8080/?token=466636729&user=1964540572&conf=2,387,0,0
1620234835986,392,HTTP Request,200,OK,Thread Group 1-11,text,true,,367,155,14,14,http://localhost:8080/?token=466636729&user=1964540572&conf=2,392,0,0
1620234836144,391,HTTP Request,200,OK,Thread Group 1-3,text,true,,367,155,14,14,http://localhost:8080/?token=466636729&user=1964540572&conf=2,391,0,0
1620234836338,389,HTTP Request,200,OK,Thread Group 1-8,text,true,,367,155,14,14,http://localhost:8080/?token=466636729&user=1964540572&conf=2,389,0,0
1620234836350,392,HTTP Request,200,OK,Thread Group 1-13,text,true,,367,155,14,14,http://localhost:8080/?token=466636729&user=1964540572&conf=2,392,0,0
1620234836600,388,HTTP Request,200,OK,Thread Group 1-5,text,true,,367,155,14,14,http://localhost:8080/?token=466636729&user=1964540572&conf=2,388,0,0
1620234836741,388,HTTP Request,200,OK,Thread Group 1-10,text,true,,367,155,14,14,http://localhost:8080/?token=466636729&user=1964540572&conf=2,388,0,0
1620234836834,390,HTTP Request,200,OK,Thread Group 1-2,text,true,,367,155,14,14,http://localhost:8080/?token=466636729&user=1964540572&conf=2,390,0,0
1620234837068,391,HTTP Request,200,OK,Thread Group 1-7,text,true,,367,155,14,14,http://localhost:8080/?token=466636729&user=1964540572&conf=2,391,0,0
1620234837116,389,HTTP Request,200,OK,Thread Group 1-12,text,true,,367,155,14,14,http://localhost:8080/?token=466636729&user=1964540572&conf=2,389,0,0
1620234837315,391,HTTP Request,200,OK,Thread Group 1-4,text,true,,367,155,14,14,http://localhost:8080/?token=466636729&user=1964540572&conf=2,391,0,0
1620234837425,423,HTTP Request,200,OK,Thread Group 1-14,text,true,,367,155,14,14,http://localhost:8080/?token=466636729&user=1964540572&conf=2,423,0,1
1620234837486,390,HTTP Request,200,OK,Thread Group 1-9,text,true,,367,155,14,14,http://localhost:8080/?token=466636729&user=1964540572&conf=2,390,0,0
1620234837688,393,HTTP Request,200,OK,Thread Group 1-1,text,true,,367,155,14,14,http://localhost:8080/?token=466636729&user=1964540572&conf=2,392,0,0
1620234837781,392,HTTP Request,200,OK,Thread Group 1-6,text,true,,367,155,14,14,http://localhost:8080/?token=466636729&user=1964540572&conf=2,392,0,0
1620234837879,394,HTTP Request,200,OK,Thread Group 1-11,text,true,,367,155,14,14,http://localhost:8080/?token=466636729&user=1964540572&conf=2,394,0,0
1620234838036,392,HTTP Request,200,OK,Thread Group 1-3,text,true,,367,155,14,14,http://localhost:8080/?token=466636729&user=1964540572&conf=2,392,0,0
1620234838228,393,HTTP Request,200,OK,Thread Group 1-8,text,true,,367,155,14,14,http://localhost:8080/?token=466636729&user=1964540572&conf=2,393,0,0
1620234838242,392,HTTP Request,200,OK,Thread Group 1-13,text,true,,367,155,14,14,http://localhost:8080/?token=466636729&user=1964540572&conf=2,392,0,0
1620234838489,392,HTTP Request,200,OK,Thread Group 1-5,text,true,,367,155,14,14,http://localhost:8080/?token=466636729&user=1964540572&conf=2,392,0,0
1620234838630,394,HTTP Request,200,OK,Thread Group 1-10,text,true,,367,155,15,15,http://localhost:8080/?token=466636729&user=1964540572&conf=2,394,0,0
1620234838725,393,HTTP Request,200,OK,Thread Group 1-2,text,true,,367,155,15,15,http://localhost:8080/?token=466636729&user=1964540572&conf=2,393,0,0
1620234838960,393,HTTP Request,200,OK,Thread Group 1-7,text,true,,367,155,15,15,http://localhost:8080/?token=466636729&user=1964540572&conf=2,393,0,0
1620234839006,393,HTTP Request,200,OK,Thread Group 1-12,text,true,,367,155,15,15,http://localhost:8080/?token=466636729&user=1964540572&conf=2,393,0,0
1620234839207,392,HTTP Request,200,OK,Thread Group 1-4,text,true,,367,155,15,15,http://localhost:8080/?token=466636729&user=1964540572&conf=2,392,0,0
1620234839349,393,HTTP Request,200,OK,Thread Group 1-14,text,true,,367,155,15,15,http://localhost:8080/?token=466636729&user=1964540572&conf=2,393,0,0
1620234839377,393,HTTP Request,200,OK,Thread Group 1-9,text,true,,367,155,15,15,http://localhost:8080/?token=466636729&user=1964540572&conf=2,393,0,0
1620234839581,395,HTTP Request,200,OK,Thread Group 1-1,text,true,,367,155,15,15,http://localhost:8080/?token=466636729&user=1964540572&conf=2,395,0,0
1620234839674,395,HTTP Request,200,OK,Thread Group 1-6,text,true,,367,155,15,15,http://localhost:8080/?token=466636729&user=1964540572&conf=2,395,0,0
1620234839773,397,HTTP Request,200,OK,Thread Group 1-11,text,true,,367,155,15,15,http://localhost:8080/?token=466636729&user=1964540572&conf=2,397,0,0
1620234839928,398,HTTP Request,200,OK,Thread Group 1-3,text,true,,367,155,15,15,http://localhost:8080/?token=466636729&user=1964540572&conf=2,398,0,0
1620234840122,398,HTTP Request,200,OK,Thread Group 1-8,text,true,,367,155,15,15,http://localhost:8080/?token=466636729&user=1964540572&conf=2,397,0,0
1620234840134,397,HTTP Request,200,OK,Thread Group 1-13,text,true,,367,155,15,15,http://localhost:8080/?token=466636729&user=1964540572&conf=2,397,0,0
1620234840381,397,HTTP Request,200,OK,Thread Group 1-5,text,true,,367,155,15,15,http://localhost:8080/?token=466636729&user=1964540572&conf=2,397,0,0
1620234840421,431,HTTP Request,200,OK,Thread Group 1-15,text,true,,367,155,15,15,http://localhost:8080/?token=466636729&user=1964540572&conf=2,431,0,1
1620234840524,397,HTTP Request,200,OK,Thread Group 1-10,text,true,,367,155,15,15,http://localhost:8080/?token=466636729&user=1964540572&conf=2,397,0,0
1620234840619,398,HTTP Request,200,OK,Thread Group 1-2,text,true,,367,155,15,15,http://localhost:8080/?token=466636729&user=1964540572&conf=2,398,0,0
1620234840854,400,HTTP Request,200,OK,Thread Group 1-7,text,true,,367,155,15,15,http://localhost:8080/?token=466636729&user=1964540572&conf=2,400,0,0
